srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
175.45.176.1,47439,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931988,1421931988,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,5,4,4,4,4,Generic,1
59.166.0.5,53689,149.171.126.6,80,tcp,FIN,1.034057,1580,10168,31,29,3,5,http,11210.21387,74301.51563,12,18,255,255,1151858681,1155916980,132,565,1,3924,9533.417635,7678.02187,1421946225,1421946226,93.971456,60.794764,0.000668,0.000541,0.000127,0,0,1,0,0,2,2,4,3,1,1,1,,0
59.166.0.9,14386,149.171.126.9,5190,tcp,FIN,0.004683,1036,2262,31,29,4,4,-,1622891.25,3543028.0,12,12,255,255,4288326567,4293147475,86,189,0,0,19.817888,0.394003,1421948106,1421948106,0.393727,0.322273,0.001259,0.001127,0.000132,0,0,0,0,0,10,7,1,3,2,1,1,,0
59.166.0.3,1480,149.171.126.6,111,udp,CON,0.254323,568,304,31,29,0,0,-,13400.28223,7171.981934,4,4,0,0,0,0,142,76,0,0,96.618602,112.640227,1421938790,1421938791,68.324664,79.653664,0.0,0.0,0.0,0,0,0,0,0,6,3,2,9,1,1,2,,0
175.45.176.2,51521,149.171.126.15,58104,tcp,FIN,0.330045,364,3754,62,252,1,3,-,7732.278809,81903.97656,8,10,255,255,4241740737,2156574057,46,375,0,0,3221.45266,3145.768624,1421934085,1421934086,47.149285,35.710778,0.054376,0.008036,0.04634,0,1,0,0,0,3,3,3,2,1,1,2,Exploits,1
175.45.176.1,0,149.171.126.12,0,ipv6-frag,INT,4e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930678,1421930678,0.009,0.0,0.0,0.0,0.0,0,2,0,0,0,23,18,8,8,8,8,8,Exploits,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,7e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931767,1421931767,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,11,7,4,5,5,4,4,Generic,1
175.45.176.1,0,149.171.126.12,0,skip,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930684,1421930684,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,6,6,6,6, Fuzzers,1
59.166.0.2,40857,149.171.126.8,21,tcp,FIN,1.776645,2934,3742,31,29,11,15,ftp,12959.25781,16539.03906,52,54,255,255,2603560176,2606993535,56,69,0,0,2604.497832,92.024711,1421945046,1421945048,34.829373,33.511641,0.000673,0.000521,0.000152,0,0,0,1,2,5,5,18,14,5,5,8,,0
175.45.176.2,17258,149.171.126.13,80,tcp,FIN,1.311225,792,268,254,252,2,1,http,4350.130371,1366.660889,10,6,255,255,1041501303,3680326271,79,45,0,0,11020.12139,464.685344,1421931214,1421931216,141.647667,245.883406,0.098199,0.081797,0.016402,0,1,0,0,0,2,1,1,1,1,1,1,Reconnaissance,1
59.166.0.2,22480,149.171.126.8,5190,tcp,FIN,0.076279,2048,2410,31,29,6,7,-,205875.7969,243107.5469,24,26,255,255,2966670199,2966980664,85,93,0,0,335.4154,0.0,1421931872,1421931872,3.300957,3.02644,0.000767,0.000608,0.000159,0,0,0,0,0,5,7,1,1,1,1,1,,0
59.166.0.1,46791,149.171.126.2,6881,tcp,FIN,40.226704,23602,992350,31,29,35,352,-,4682.660645,197098.5313,420,780,255,255,834241845,914413566,56,1272,0,0,36004.06503,26357.11406,1421945104,1421945145,96.005684,51.638228,0.000682,0.000535,0.000147,0,0,0,0,0,14,19,6,7,3,3,3,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421933090,1421933090,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,5,4,4,4,4,Generic,1
175.45.176.2,35749,149.171.126.10,8028,tcp,FIN,0.971503,17448,354,254,252,7,1,-,136497.7813,2552.745605,20,8,255,255,1161884342,3637396957,872,44,0,0,4226.658984,210.616016,1421932929,1421932930,51.131738,129.142859,0.141456,0.055063,0.086393,0,1,0,0,0,2,1,1,1,1,1,1,Exploits,1
59.166.0.6,38732,149.171.126.7,32357,udp,CON,0.002757,544,304,31,29,0,0,-,1183895.5,661588.6875,4,4,0,0,0,0,136,76,0,0,1.039212,0.801387,1421937353,1421937353,0.741333,0.569667,0.0,0.0,0.0,0,0,0,0,0,10,13,7,3,1,1,3,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932923,1421932923,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,4,4,4,4,4,Generic,1
59.166.0.7,42728,149.171.126.5,6881,tcp,FIN,4.986657,12796,509492,31,29,20,180,-,20436.9375,815366.25,222,408,255,255,1304991174,1322734952,58,1249,0,0,6072.807889,4493.840622,1421943627,1421943632,22.562616,12.250909,0.000817,0.000529,0.000288,0,0,0,0,0,3,5,2,2,1,1,1,,0
59.166.0.8,55454,149.171.126.4,24573,tcp,FIN,0.38799,4688,3080,31,29,7,7,-,93218.89844,61403.64453,28,30,255,255,3119767332,1038304303,167,103,0,0,785.241136,19.786535,1421944217,1421944217,14.356371,13.357552,0.000751,0.000619,0.000132,0,0,0,0,0,8,6,3,3,1,1,3,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931592,1421931592,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,3,3,3,3,3,3,3,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932721,1421932721,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,7,8,7,4,7,Generic,1
59.166.0.6,46392,149.171.126.9,6881,tcp,FIN,6.18854,24224,1094788,31,29,38,390,-,31242.26367,1413597.375,430,858,255,255,1839334393,3990578777,56,1276,0,0,5137.843655,3634.603402,1421941842,1421941848,14.424707,7.220622,0.000587,0.000462,0.000125,0,0,0,0,0,7,8,3,4,1,1,1,,0
59.166.0.9,61494,149.171.126.4,16126,udp,CON,0.001642,536,304,31,29,0,0,-,1958587.0,1110840.375,4,4,0,0,0,0,134,76,0,0,0.595855,0.284257,1421948918,1421948918,0.425333,0.204,0.0,0.0,0.0,0,0,0,0,0,13,8,5,7,1,1,3,,0
59.166.0.8,47422,149.171.126.8,25756,tcp,FIN,0.013848,2766,25812,31,29,7,16,-,1562102.75,14587521.0,44,46,255,255,43807297,44163551,63,561,0,0,19.91682,18.630512,1421943367,1421943367,0.321905,0.293044,0.000807,0.000651,0.000156,0,0,0,0,0,16,6,1,7,1,1,1,,0
59.166.0.4,13199,149.171.126.9,41138,tcp,FIN,0.02952,4014,61134,31,29,7,28,-,1071815.75,16330895.0,68,70,255,255,3964743095,3973092140,59,873,0,0,0.0,22.582298,1421950603,1421950603,0.435627,0.419594,0.000717,0.000564,0.000153,0,0,0,0,0,6,10,4,2,1,1,1,,0
175.45.176.1,0,149.171.126.12,0,egp,INT,5e-06,180,0,254,0,0,0,-,144000000.0,0.0,2,0,0,0,0,0,90,0,0,0,0.0,0.0,1421930644,1421930644,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,8,6,5,4,4,4,4, Fuzzers,1
175.45.176.3,26154,149.171.126.12,80,tcp,FIN,1.949359,910,354,254,252,2,1,-,3361.104736,1272.213013,10,8,255,255,9845749,2199054202,91,44,0,0,12555.4984,492.194344,1421933286,1421933288,216.595444,251.857578,0.253523,0.122682,0.130841,0,1,0,0,0,6,1,1,3,1,1,1,Exploits,1
175.45.176.3,32248,149.171.126.15,179,tcp,FIN,0.553478,914,556,254,252,5,3,-,12387.12305,7241.47998,16,10,255,255,3585315980,1143561815,57,56,0,0,1886.201718,72.467461,1421930419,1421930419,36.864466,58.291109,0.081067,0.028848,0.052219,0,1,0,0,0,10,10,2,3,2,1,2, Fuzzers,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.2e-05,114,0,254,0,0,0,dns,38000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421933559,1421933559,0.012,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,4,4,4,4,4,Generic,1
175.45.176.0,47204,149.171.126.17,111,udp,INT,1e-05,168,0,254,0,0,0,-,67200000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421930461,1421930461,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,6,1,1,1,1,1,1,Reconnaissance,1
175.45.176.0,10454,149.171.126.11,445,tcp,FIN,31.445862,1316,622,254,252,4,1,-,318.261261,147.046371,20,14,255,255,342273844,1029175761,66,44,0,0,221860.6925,8146.087,1421933732,1421933764,1654.996684,2414.43775,0.113254,0.058159,0.055095,0,1,0,0,0,4,4,2,2,2,1,2, Fuzzers,1
59.166.0.3,16074,149.171.126.7,6881,tcp,FIN,1.153882,13558,548216,31,29,21,197,-,93604.02344,3792172.75,236,438,255,255,393361825,405031503,57,1252,0,0,1012.883421,741.093398,1421945458,1421945459,4.908774,2.639318,0.000642,0.000499,0.000143,0,0,0,0,0,18,18,9,7,5,3,5,,0
175.45.176.2,35837,149.171.126.13,21,tcp,FIN,1.047113,810,682,254,252,4,4,ftp,5752.960938,4782.674316,14,12,255,255,231085629,2831554311,58,57,0,0,3907.182835,92.049266,1421931053,1421931054,80.47731,81.09618,0.219798,0.15505,0.064748,0,1,0,0,0,2,2,1,2,1,1,1, Fuzzers,1
175.45.176.1,9922,149.171.126.16,80,tcp,FIN,1.457374,814,9878,62,252,2,5,http,4023.675537,50836.64453,10,16,255,255,859586286,2241251571,81,617,1,4348,10128.8683,6358.906776,1421928101,1421928102,161.930444,86.779665,0.215281,0.126758,0.088523,0,1,1,0,0,1,1,1,2,1,1,1,Exploits,1
59.166.0.5,4027,149.171.126.3,2685,tcp,FIN,0.007249,4552,2456,31,29,7,7,-,4745482.0,2560353.25,18,18,255,255,1001556510,3150849769,253,136,0,0,23.055077,0.646357,1421934120,1421934120,0.404294,0.395294,0.000661,0.000523,0.000138,0,0,0,0,0,8,10,3,3,1,1,3,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,3e-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931356,1421931356,0.003,0.0,0.0,0.0,0.0,0,2,0,0,0,4,4,5,8,4,4,5,Generic,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931200,1421931200,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,13,13,4,4,4,4,4,Generic,1
59.166.0.0,43750,149.171.126.5,6881,tcp,FIN,0.396877,1540,1644,31,29,4,4,-,29107.25586,31304.41016,16,18,255,255,2670891449,2706004352,96,91,0,0,1817.481444,42.06577,1421928045,1421928046,26.437266,23.279588,0.001286,0.001114,0.000172,0,0,0,0,0,8,4,3,4,3,1,3,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,7e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931005,1421931005,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,7,7,7,3,7,Generic,1
59.166.0.8,41917,149.171.126.6,25,tcp,FIN,0.023338,37278,3380,31,29,18,8,smtp,12533037.0,1131202.375,52,42,255,255,2722441649,578115372,717,80,0,0,24.088162,1.000698,1421936417,1421936417,0.450275,0.555415,0.000699,0.000562,0.000137,0,0,0,0,0,2,1,6,2,1,1,1,,0
59.166.0.9,40539,149.171.126.8,10891,tcp,FIN,0.051827,2646,24004,31,29,7,15,-,398711.0938,3621124.25,42,44,255,255,725888027,2893273335,63,546,0,0,77.375955,74.37294,1421939445,1421939445,1.256195,1.192814,0.000687,0.00053,0.000157,0,0,0,0,0,13,7,1,5,1,1,1,,0
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-06,114,0,254,0,0,0,dns,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421933596,1421933596,0.001,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,7,7,7,3,7,Generic,1
175.45.176.2,63928,149.171.126.12,520,udp,INT,6e-06,1064,0,254,0,0,0,-,709333312.0,0.0,2,0,0,0,0,0,532,0,0,0,0.0,0.0,1421928420,1421928420,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,3,4,1,1,1,1,1, Fuzzers,1
59.166.0.6,41291,149.171.126.6,39249,tcp,FIN,0.012898,2646,24004,31,29,7,15,-,1602108.875,14550473.0,42,44,255,255,2799150883,665489427,63,546,0,0,0.0,17.072554,1421939528,1421939528,0.303878,0.287256,0.000694,0.000542,0.000152,0,0,0,0,0,12,4,3,9,1,1,1,,0
59.166.0.3,27905,149.171.126.1,15754,udp,CON,0.001727,528,304,31,29,0,0,-,1834394.875,1056166.75,4,4,0,0,0,0,132,76,0,0,0.635218,0.291106,1421950509,1421950509,0.454667,0.212333,0.0,0.0,0.0,0,0,0,0,0,4,12,4,4,1,1,3,,0
59.166.0.4,43824,149.171.126.3,16724,tcp,FIN,0.004451,424,8824,31,29,1,4,-,666816.4375,14538755.0,8,12,255,255,964235800,971946885,53,735,0,0,36.157411,20.135101,1421933612,1421933612,0.59,0.356818,0.000653,0.000522,0.000131,0,0,0,0,0,13,11,6,6,1,1,4,,0
59.166.0.9,8509,149.171.126.7,53,udp,CON,0.001158,146,178,31,29,0,0,dns,504317.8125,614853.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421942442,1421942442,0.01,0.002,0.0,0.0,0.0,0,0,0,0,0,2,3,6,3,2,1,2,,0
175.45.176.1,54193,149.171.126.14,53848,tcp,FIN,0.770892,12096,898,254,252,6,2,-,118553.5703,8395.46875,18,10,255,255,520134235,3923794725,672,90,0,0,3890.220152,116.170695,1421931549,1421931549,45.346589,76.379891,0.116727,0.061685,0.055042,0,1,0,0,0,2,1,1,1,1,1,1,Exploits,1
59.166.0.7,39509,149.171.126.7,53,udp,CON,0.001037,130,162,31,29,0,0,dns,501446.5,624879.5,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421953401,1421953401,0.011,0.007,0.0,0.0,0.0,0,0,0,0,0,2,5,4,2,1,1,1,,0
175.45.176.2,47504,149.171.126.17,111,udp,INT,6e-06,168,0,254,0,0,0,-,112000000.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1421928490,1421928490,0.006,0.0,0.0,0.0,0.0,0,2,0,0,0,6,4,1,2,1,1,1,Reconnaissance,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931722,1421931722,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,7,7,7,4,7,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932976,1421932976,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,4,3,3,3,3,Generic,1
59.166.0.3,31670,149.171.126.0,49146,tcp,FIN,0.244472,8928,320,31,29,4,1,ftp-data,271311.25,8737.197266,14,6,255,255,1912239715,2215524952,638,53,0,0,1746.375133,74.918516,1421941932,1421941932,18.805538,48.762602,0.00064,0.000529,0.000111,0,0,0,0,0,2,2,1,1,1,1,1,,0
175.45.176.1,35071,149.171.126.14,179,tcp,FIN,0.375437,774,556,254,252,4,3,-,15320.81348,10675.55957,14,10,255,255,93531589,329468081,55,56,0,0,1352.999025,49.06941,1421932717,1421932718,27.506846,39.578332,0.062294,0.019222,0.043072,0,1,0,0,0,7,5,1,8,1,1,1, Fuzzers,1
59.166.0.7,60544,149.171.126.3,22,tcp,FIN,4.135138,48776,85450,31,29,144,199,ssh,94213.05469,165073.0938,624,680,255,255,3484079186,3484381074,78,126,0,0,708.048236,680.200751,1421945162,1421945166,6.63527,6.098201,0.000674,0.00055,0.000124,0,0,0,0,0,1,1,2,2,2,2,2,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931136,1421931136,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,11,11,6,6,4,4,4,Generic,1
59.166.0.4,32595,149.171.126.8,52160,tcp,FIN,0.029804,3302,35400,31,29,7,21,-,869950.3125,9332438.0,54,56,255,255,1843394800,4000508871,61,632,0,0,38.253161,38.587109,1421936713,1421936713,0.556113,0.532618,0.000659,0.000503,0.000156,0,0,0,0,0,4,4,1,5,1,1,1,,0
175.45.176.2,30215,149.171.126.14,80,tcp,FIN,0.272353,696,2868,62,252,2,2,http,18417.27539,73727.84375,10,8,255,255,3092079723,4161144473,70,359,1,1014,1474.399584,54.359422,1421930048,1421930048,30.261444,37.574,0.056218,0.00869,0.047528,0,1,1,0,0,1,2,1,1,1,1,1,Exploits,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,2e-06,114,0,254,0,0,0,dns,228000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931548,1421931548,0.002,0.0,0.0,0.0,0.0,0,2,0,0,0,7,7,7,7,7,3,7,Generic,1
59.166.0.2,35096,149.171.126.9,53,udp,CON,0.001017,130,162,31,29,0,0,dns,511307.7813,637168.1875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1421927971,1421927971,0.011,0.009,0.0,0.0,0.0,0,0,0,0,0,2,2,2,3,1,1,1,,0
59.166.0.7,48999,149.171.126.9,16581,tcp,FIN,0.005011,320,1880,31,29,1,2,ftp-data,426262.2188,2626222.25,6,8,255,255,169184802,173003526,53,235,0,0,54.014626,1.237313,1421936334,1421936334,0.9382,0.639714,0.000984,0.000528,0.000456,0,0,0,0,0,3,3,3,6,1,1,3,,0
59.166.0.0,61866,149.171.126.2,5190,tcp,FIN,0.00437,1036,2262,31,29,4,4,-,1739130.375,3796796.25,12,12,255,255,822071446,822368186,86,189,0,0,18.875389,0.399932,1421942441,1421942441,0.365273,0.345818,0.000695,0.000555,0.00014,0,0,0,0,0,4,9,2,3,1,1,1,,0
59.166.0.5,26314,149.171.126.2,5190,tcp,FIN,0.006595,1064,2260,31,29,4,4,-,1183927.25,2513419.25,12,12,255,255,2004802099,2005112282,89,188,0,0,36.954367,0.814687,1421928266,1421928266,0.568455,0.550545,0.000668,0.000537,0.000131,0,0,0,0,0,4,7,1,1,1,1,1,,0
175.45.176.1,0,149.171.126.12,0,idpr,INT,4e-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930675,1421930675,0.004,0.0,0.0,0.0,0.0,0,2,0,0,0,22,17,4,6,4,4,4,Analysis,1
175.45.176.1,6847,149.171.126.13,25,tcp,FIN,2.324841,2685,1762,62,252,8,8,-,8819.527344,5760.394043,22,20,255,255,1892043376,2010743105,122,88,0,0,5508.851953,148.175672,1421933110,1421933113,110.706714,118.772312,0.137857,0.067476,0.070381,0,1,0,0,0,1,2,1,1,1,1,1,DoS,1
175.45.176.3,44963,149.171.126.10,80,tcp,FIN,0.324482,842,1528,62,252,2,2,-,18688.24805,32963.30859,10,8,255,255,576321880,1739028324,84,191,0,0,1807.490064,66.076609,1421932638,1421932638,36.053556,41.44143,0.069684,0.018023,0.051661,0,1,0,0,0,2,1,1,1,1,1,1,Exploits,1
59.166.0.9,1873,149.171.126.2,53,udp,CON,0.001005,146,178,31,29,0,0,dns,581094.5625,708457.75,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421930552,1421930552,0.001,0.002,0.0,0.0,0.0,0,0,0,0,0,4,3,1,3,1,1,1,,0
175.45.176.2,14862,149.171.126.18,25,tcp,FIN,4.554701,220187,2740,62,252,90,8,smtp,384664.5625,4703.711914,186,44,255,255,754455503,3434337370,1184,62,0,0,2609.57017,134.565063,1421931666,1421931670,24.753809,105.057375,0.134224,0.036701,0.097523,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.1,0,149.171.126.12,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930790,1421930790,0.008,0.0,0.0,0.0,0.0,0,2,0,0,0,10,10,5,4,4,4,4,Backdoors,1
175.45.176.2,0,149.171.126.12,0,swipe,INT,7.6e-05,60,0,0,0,0,0,-,0.0,0.0,1,0,0,0,0,0,60,0,0,0,0.0,0.0,1421928800,1421928800,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,9,8,6,6,6,6,6,Generic,1
175.45.176.1,1043,149.171.126.18,53,udp,INT,1e-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421931210,1421931210,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,13,13,4,3,3,3,3,Generic,1
175.45.176.3,53556,149.171.126.14,445,tcp,FIN,2.403655,176914,1128,254,252,67,1,-,584613.0,3611.166992,140,26,255,255,2051250965,237274782,1264,43,0,0,2053.390271,136.242078,1421928479,1421928481,17.09264,92.819203,0.129653,0.083164,0.046489,0,1,0,0,0,2,2,1,2,1,1,1, Fuzzers,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,1.1e-05,114,0,254,0,0,0,dns,41454544.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421930969,1421930969,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,6,6,4,4,4,4,4,Generic,1
175.45.176.1,56237,149.171.126.11,179,tcp,FIN,31.751846,1316,536,254,252,6,1,-,315.194275,123.961296,20,12,255,255,3738475863,1460955064,66,45,0,0,224608.1732,8904.09,1421928705,1421928737,1671.133263,2883.76075,0.087011,0.030478,0.056533,0,1,0,0,0,16,7,4,7,4,4,4, Fuzzers,1
59.166.0.2,52258,149.171.126.0,49160,tcp,FIN,0.008032,8928,320,31,29,4,1,-,8257968.5,265936.25,14,6,255,255,4114283272,4123657412,638,53,0,0,39.89296,2.516775,1421945206,1421945206,0.617846,1.4786,0.000611,0.00048,0.000131,0,0,0,0,0,14,10,14,16,3,3,14,,0
59.166.0.9,19665,149.171.126.8,21,tcp,FIN,4.071697,2934,3742,31,29,11,15,ftp,5654.644531,7216.646484,52,54,255,255,1823033016,80939091,56,69,0,0,7232.034066,214.465703,1421945389,1421945393,79.830977,76.815695,0.000587,0.000459,0.000128,0,0,0,1,3,6,6,16,19,6,6,13,,0
175.45.176.0,65407,149.171.126.10,179,tcp,FIN,1.864614,534,354,254,252,2,1,-,2063.697998,1330.033936,10,8,255,255,3222292441,3259534833,53,44,0,0,11254.45331,338.570625,1421931511,1421931512,207.107222,251.696141,0.199388,0.102738,0.09665,0,1,0,0,0,5,2,1,2,1,1,1, Fuzzers,1
175.45.176.1,0,149.171.126.12,0,unas,INT,4e-06,200,0,254,0,0,0,-,72727272.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930750,1421930750,0.011,0.0,0.0,0.0,0.0,0,2,0,0,0,14,14,6,9,6,6,6,Backdoors,1
175.45.176.3,22606,149.171.126.11,80,tcp,FIN,0.412014,850,1412,62,252,2,2,-,14853.86426,23999.18359,10,8,255,255,3456245612,1856598448,85,177,0,0,2322.481622,86.771398,1421932666,1421932666,45.779333,49.568285,0.12495,0.064192,0.060758,0,1,0,0,0,8,1,1,2,1,1,1,Exploits,1
175.45.176.0,53096,149.171.126.16,110,tcp,FIN,1.989401,1060,30184,62,252,7,17,pop3,4069.56665,118186.3281,22,38,255,255,2145261168,846498363,48,794,0,0,5035.730255,3726.595898,1421931376,1421931378,94.733381,51.195647,0.14861,0.071614,0.076996,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
59.166.0.7,62833,149.171.126.1,53,udp,CON,0.001175,146,178,31,29,0,0,dns,497021.2813,605957.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421930674,1421930674,0.037,0.008,0.0,0.0,0.0,0,0,0,0,0,1,4,4,1,1,1,1,,0
59.166.0.3,26723,149.171.126.6,5190,tcp,FIN,0.005275,1036,2262,31,29,4,4,-,1440758.375,3145403.0,12,12,255,255,3466025951,1320900733,86,189,0,0,21.77101,0.615715,1421944318,1421944318,0.447273,0.425818,0.000765,0.000587,0.000178,0,0,0,0,0,8,4,3,5,1,1,2,,0
175.45.176.1,0,149.171.126.12,0,unas,INT,1e-05,200,0,254,0,0,0,-,80000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1421930730,1421930730,0.01,0.0,0.0,0.0,0.0,0,2,0,0,0,12,12,4,11,4,4,4, Fuzzers,1
59.166.0.4,27433,149.171.126.2,11690,tcp,FIN,0.04834,3614,45396,31,29,7,24,-,588167.125,7391642.5,60,62,255,255,3131432530,982133470,60,732,0,0,55.509157,53.699832,1421945129,1421945130,0.812356,0.783557,0.000668,0.000532,0.000136,0,0,0,0,0,18,14,15,19,5,5,15,,0
175.45.176.1,47439,149.171.126.18,53,udp,INT,7e-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932479,1421932479,0.007,0.0,0.0,0.0,0.0,0,2,0,0,0,17,17,7,7,7,4,7,Generic,1
59.166.0.8,7361,149.171.126.9,43170,tcp,FIN,0.053253,2766,27392,31,29,7,16,-,406211.875,4025613.75,44,46,255,255,2955155094,813034950,63,595,0,0,73.416785,71.52876,1421953057,1421953057,1.230674,1.172511,0.000621,0.000486,0.000135,0,0,0,0,0,7,9,2,4,1,1,1,,0
175.45.176.1,45263,149.171.126.15,80,tcp,FIN,0.237759,930,268,254,252,2,1,http,28162.97266,7537.043945,10,6,255,255,3878009443,1608318055,93,45,1,0,1311.931439,61.56266,1421928594,1421928594,25.726778,42.103801,0.045252,0.027237,0.018015,0,1,1,0,0,1,1,1,1,1,1,1,Reconnaissance,1
175.45.176.1,47439,149.171.126.18,53,udp,INT,5e-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1421932104,1421932104,0.005,0.0,0.0,0.0,0.0,0,2,0,0,0,9,9,4,4,4,4,4,Generic,1
59.166.0.4,24163,149.171.126.6,5190,tcp,FIN,0.005726,1958,2308,31,29,6,6,-,2611247.0,3090464.75,22,24,255,255,564122001,564452411,89,96,0,0,15.624439,13.183123,1421940154,1421940154,0.256286,0.221391,0.000757,0.000623,0.000134,0,0,0,0,0,15,7,2,4,1,1,1,,0
